GAGEID,geometry_area_km2,gauge_lat,gauge_lon,area_gages2,area_difference_km2,area_difference_pct,area_gt_10pct,area_missing_metadata,basin_id,exclude_id_geometry,exclude_area,area_pass,retained,excluded,exclude_management,exclude_missing_attributes,exclude_landcover,exclude_ai,first_exclusion_reason,status,population_label,management_decision,NOAA_region
06453600,2103.624094919938,42.81099,-98.17586,2101.42,2.204094919938143,0.10488597804999204,False,False,06453600,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
06464500,2922.684143465981,43.02889,-99.78067,2914.04,8.64414346598096,0.2966377766256112,False,False,06464500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
06468170,2832.4076084878493,47.55805,-98.86289,2809.1,23.307608487849393,0.8297180053344271,False,False,06468170,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
06775500,7314.887075411649,,,,,,False,True,06775500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
06784000,6381.170661323609,41.03244,-98.74053,6019.74,361.43066132360946,6.004090896344517,False,False,06784000,False,False,True,False,True,False,False,True,False,land_cover,excluded,Excluded,not_retained_after_static_screen,
06846500,4350.418873635342,,,,,,False,True,06846500,False,False,True,False,True,False,False,True,False,land_cover,excluded,Excluded,not_retained_after_static_screen,
07014500,3847.9337043683086,38.15853,-91.10846,3845.5,2.433704368308554,0.06328707237832672,False,False,07014500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07056000,2146.326445845695,35.98318,-92.74755,2149.36,-3.0335541543049658,0.14113755510035383,False,False,07056000,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07067000,4337.193640059012,36.99138,-91.01351,4349.01,-11.81635994098815,0.2717022941080418,False,False,07067000,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07068000,5305.948205657661,36.622,-90.84762,5318.59,-12.64179434233938,0.23769071017580562,False,False,07068000,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07071500,2028.4775198678578,36.64868,-91.20082,2023.77,4.7075198678578545,0.2326114068228037,False,False,07071500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07148400,2558.1620800495793,36.81503,-98.64814,2544.5,13.662080049579345,0.5369259205965551,False,False,07148400,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07149000,2262.6052872140026,37.0392,-98.47021,2291.2,-28.594712785997217,1.2480234281597948,False,False,07149000,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07151500,2111.1239420230513,37.12891,-97.60144,2109.0,2.1239420230513133,0.10070848852780052,False,False,07151500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07226500,5243.599704934114,35.43838,-103.52579,5242.75,0.8497049341140155,0.016207237310839073,False,False,07226500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07292500,2075.654096375625,31.32472,-91.10944,2073.09,2.564096375625013,0.12368475925430217,False,False,07292500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
07301500,6882.091679396401,35.16811,-99.50731,6885.07,-2.978320603599059,0.043257666277889094,False,False,07301500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
08079600,3512.2174460780534,33.03843,-101.19763,3348.95,163.26744607805358,4.8751831492871975,False,False,08079600,False,False,True,False,True,False,False,True,False,land_cover,excluded,Excluded,not_retained_after_static_screen,
08164000,2119.4456263229977,28.95998,-96.68637,2124.0,-4.5543736770023315,0.21442437274022275,False,False,08164000,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
09430500,4804.446572973722,33.06118,-108.53727,4804.93,-0.48342702627815015,0.010061062830845612,False,False,09430500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
12358500,2916.4355314882646,48.49524,-114.01012,2939.19,-22.754468511735467,0.7741748070636967,False,False,12358500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
12414500,2660.4244006152658,47.27464,-116.18905,2678.97,-18.545599384734032,0.692266034510802,False,False,12414500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
13337000,3050.4291851355497,46.15083,-115.58722,3053.42,-2.9908148644503854,0.09794967166162484,False,False,13337000,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
13338500,3023.7355114443903,46.08639,-115.97667,3027.0,-3.2644885556096597,0.10784567411990947,False,False,13338500,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
13340600,3353.5064903959033,46.84047,-115.6207,3354.62,-1.1135096040966346,0.033193315609417295,False,False,13340600,False,False,True,True,False,False,False,False,False,,primary_population,Retained,keep,
